CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,WEATHER_CONDITION,WATER_REQUIREMENT
RICE,WET,SEMI ARID,Oct-20,WINDY,9.5
RICE,WET,SEMI ARID,Oct-20,RAINY,0.5
RICE,WET,SEMI ARID,20-30,NORMAL,9.5
RICE,WET,SEMI ARID,20-30,SUNNY,11
RICE,WET,SEMI ARID,20-30,WINDY,10.5
RICE,WET,SEMI ARID,20-30,RAINY,1.5
RICE,WET,SEMI ARID,30-40,NORMAL,10.5
RICE,WET,SEMI ARID,30-40,SUNNY,12
RICE,WET,SEMI ARID,30-40,WINDY,11.5
RICE,WET,SEMI ARID,30-40,RAINY,2.5
RICE,WET,SEMI ARID,40-50,NORMAL,11.5
RICE,WET,SEMI ARID,40-50,SUNNY,13
RICE,WET,SEMI ARID,40-50,WINDY,12.5
RICE,WET,SEMI ARID,40-50,RAINY,3.5
RICE,WET,SEMI HUMID,Oct-20,NORMAL,6.5
RICE,WET,SEMI HUMID,Oct-20,SUNNY,8
RICE,WET,SEMI HUMID,Oct-20,WINDY,7.5
RICE,WET,SEMI HUMID,Oct-20,RAINY,0.5
RICE,WET,SEMI HUMID,20-30,NORMAL,7.5
RICE,WET,SEMI HUMID,20-30,SUNNY,9
RICE,WET,SEMI HUMID,20-30,WINDY,8.5
RICE,WET,SEMI HUMID,20-30,RAINY,0.8
RICE,WET,SEMI HUMID,30-40,NORMAL,8.5
RICE,WET,SEMI HUMID,30-40,SUNNY,10
RICE,WET,SEMI HUMID,30-40,WINDY,9.5
RICE,WET,SEMI HUMID,30-40,RAINY,0.5
RICE,WET,SEMI HUMID,40-50,NORMAL,9.5
RICE,WET,SEMI HUMID,40-50,SUNNY,11
RICE,WET,SEMI HUMID,40-50,WINDY,10.5
RICE,WET,SEMI HUMID,40-50,RAINY,1.5
RICE,WET,HUMID,Oct-20,NORMAL,4
RICE,WET,HUMID,Oct-20,SUNNY,5.5
RICE,WET,HUMID,Oct-20,WINDY,5
RICE,WET,HUMID,Oct-20,RAINY,0.2
RICE,WET,HUMID,20-30,NORMAL,5
RICE,WET,HUMID,20-30,SUNNY,6.5
RICE,WET,HUMID,20-30,WINDY,6
RICE,WET,HUMID,20-30,RAINY,0.3
RICE,WET,HUMID,30-40,NORMAL,6
RICE,WET,HUMID,30-40,SUNNY,7.5
RICE,WET,HUMID,30-40,WINDY,7
RICE,WET,HUMID,30-40,RAINY,0.5
RICE,WET,HUMID,40-50,NORMAL,7
RICE,WET,HUMID,40-50,SUNNY,8.5
RICE,WET,HUMID,40-50,WINDY,8
RICE,WET,HUMID,40-50,RAINY,0.8
MELON,DRY,DESERT,Oct-20,NORMAL,6.12
MELON,DRY,DESERT,Oct-20,SUNNY,7.62
MELON,DRY,DESERT,Oct-20,WINDY,7.12
MELON,DRY,DESERT,Oct-20,RAINY,0.5
MELON,DRY,DESERT,20-30,NORMAL,7.12
MELON,DRY,DESERT,20-30,SUNNY,8.62
MELON,DRY,DESERT,20-30,WINDY,8.12
MELON,DRY,DESERT,20-30,RAINY,0.8
MELON,DRY,DESERT,30-40,NORMAL,8.12
MELON,DRY,DESERT,30-40,SUNNY,9.62
MELON,DRY,DESERT,30-40,WINDY,9.12
MELON,DRY,DESERT,30-40,RAINY,0.12
MELON,DRY,DESERT,40-50,NORMAL,9.12
MELON,DRY,DESERT,40-50,SUNNY,10.62
MELON,DRY,DESERT,40-50,WINDY,10.12
MELON,DRY,DESERT,40-50,RAINY,1.12
MELON,DRY,SEMI ARID,Oct-20,NORMAL,5.58
MELON,DRY,SEMI ARID,Oct-20,SUNNY,7.08
MELON,DRY,SEMI ARID,Oct-20,WINDY,6.58
MELON,DRY,SEMI ARID,Oct-20,RAINY,0.3
MELON,DRY,SEMI ARID,20-30,NORMAL,6.58
MELON,DRY,SEMI ARID,20-30,SUNNY,8.08
MELON,DRY,SEMI ARID,20-30,WINDY,7.58
MELON,DRY,SEMI ARID,20-30,RAINY,0.5
MELON,DRY,SEMI ARID,30-40,NORMAL,7.58
MELON,DRY,SEMI ARID,30-40,SUNNY,9.08
MELON,DRY,SEMI ARID,30-40,WINDY,8.58
MELON,DRY,SEMI ARID,30-40,RAINY,0.8
MELON,DRY,SEMI ARID,40-50,NORMAL,8.58
MELON,DRY,SEMI ARID,40-50,SUNNY,10.08
MELON,DRY,SEMI ARID,40-50,WINDY,9.58
MELON,DRY,SEMI ARID,40-50,RAINY,0.58
MELON,DRY,SEMI HUMID,Oct-20,NORMAL,4.86
MELON,DRY,SEMI HUMID,Oct-20,SUNNY,6.36
MELON,DRY,SEMI HUMID,Oct-20,WINDY,5.86
MELON,DRY,SEMI HUMID,Oct-20,RAINY,0.2
MELON,DRY,SEMI HUMID,20-30,NORMAL,5.86
MELON,DRY,SEMI HUMID,20-30,SUNNY,7.36
MELON,DRY,SEMI HUMID,20-30,WINDY,6.86
MELON,DRY,SEMI HUMID,20-30,RAINY,0.3
MELON,DRY,SEMI HUMID,30-40,NORMAL,6.86
MELON,DRY,SEMI HUMID,30-40,SUNNY,8.36
MELON,DRY,SEMI HUMID,30-40,WINDY,7.86
MELON,DRY,SEMI HUMID,30-40,RAINY,0.5
MELON,DRY,SEMI HUMID,40-50,NORMAL,7.86
MELON,DRY,SEMI HUMID,40-50,SUNNY,9.36
MELON,DRY,SEMI HUMID,40-50,WINDY,8.86
MELON,DRY,SEMI HUMID,40-50,RAINY,0.8
MELON,DRY,HUMID,Oct-20,NORMAL,3.96
MELON,DRY,HUMID,Oct-20,SUNNY,5.46
MELON,DRY,HUMID,Oct-20,WINDY,4.96
MELON,DRY,HUMID,Oct-20,RAINY,0.1
MELON,DRY,HUMID,20-30,NORMAL,4.96
MELON,DRY,HUMID,20-30,SUNNY,6.46
MELON,DRY,HUMID,20-30,WINDY,5.96
MELON,DRY,HUMID,20-30,RAINY,0.2
MELON,DRY,HUMID,30-40,NORMAL,5.96
MELON,DRY,HUMID,30-40,SUNNY,7.46
MELON,DRY,HUMID,30-40,WINDY,6.96
MELON,DRY,HUMID,30-40,RAINY,0.3
MELON,DRY,HUMID,40-50,NORMAL,6.96
MELON,DRY,HUMID,40-50,SUNNY,8.46
MELON,DRY,HUMID,40-50,WINDY,7.96
MELON,DRY,HUMID,40-50,RAINY,0.5
MELON,HUMID,DESERT,Oct-20,NORMAL,4.68
MELON,HUMID,DESERT,Oct-20,SUNNY,6.18
MELON,HUMID,DESERT,Oct-20,WINDY,5.68
MELON,HUMID,DESERT,Oct-20,RAINY,0.2
MELON,HUMID,DESERT,20-30,NORMAL,5.68
MELON,HUMID,DESERT,20-30,SUNNY,7.18
MELON,HUMID,DESERT,20-30,WINDY,6.68
MELON,HUMID,DESERT,20-30,RAINY,0.3
MELON,HUMID,DESERT,30-40,NORMAL,6.68
MELON,HUMID,DESERT,30-40,SUNNY,8.18
MELON,HUMID,DESERT,30-40,WINDY,7.68
MELON,HUMID,DESERT,30-40,RAINY,0.5
MELON,HUMID,DESERT,40-50,NORMAL,7.68
MELON,HUMID,DESERT,40-50,SUNNY,9.18
MELON,HUMID,DESERT,40-50,WINDY,8.68
MELON,HUMID,DESERT,40-50,RAINY,0.8
MELON,HUMID,SEMI ARID,Oct-20,NORMAL,4.14
MELON,HUMID,SEMI ARID,Oct-20,SUNNY,5.64
MELON,HUMID,SEMI ARID,Oct-20,WINDY,5.14
MELON,HUMID,SEMI ARID,Oct-20,RAINY,0.2
MELON,HUMID,SEMI ARID,20-30,NORMAL,5.14
MELON,HUMID,SEMI ARID,20-30,SUNNY,6.64
MELON,HUMID,SEMI ARID,20-30,WINDY,6.14
MELON,HUMID,SEMI ARID,20-30,RAINY,0.3
MELON,HUMID,SEMI ARID,30-40,NORMAL,6.14
MELON,HUMID,SEMI ARID,30-40,SUNNY,7.64
MELON,HUMID,SEMI ARID,30-40,WINDY,7.14
MELON,HUMID,SEMI ARID,30-40,RAINY,0.5
MELON,HUMID,SEMI ARID,40-50,NORMAL,7.14
MELON,HUMID,SEMI ARID,40-50,SUNNY,8.64
MELON,HUMID,SEMI ARID,40-50,WINDY,8.14
MELON,HUMID,SEMI ARID,40-50,RAINY,0.8
MELON,HUMID,SEMI HUMID,Oct-20,NORMAL,3.42
MELON,HUMID,SEMI HUMID,Oct-20,SUNNY,4.92
MELON,HUMID,SEMI HUMID,Oct-20,WINDY,4.42
MELON,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
MELON,HUMID,SEMI HUMID,20-30,NORMAL,4.42
MELON,HUMID,SEMI HUMID,20-30,SUNNY,5.92
MELON,HUMID,SEMI HUMID,20-30,WINDY,5.42
MELON,HUMID,SEMI HUMID,20-30,RAINY,0.2
MELON,HUMID,SEMI HUMID,30-40,NORMAL,5.42
MELON,HUMID,SEMI HUMID,30-40,SUNNY,6.92
MELON,HUMID,SEMI HUMID,30-40,WINDY,6.42
MELON,HUMID,SEMI HUMID,30-40,RAINY,0.3
MELON,HUMID,SEMI HUMID,40-50,NORMAL,6.42
MELON,HUMID,SEMI HUMID,40-50,SUNNY,7.92
MELON,HUMID,SEMI HUMID,40-50,WINDY,7.42
MELON,HUMID,SEMI HUMID,40-50,RAINY,0.5
MELON,HUMID,HUMID,Oct-20,NORMAL,2.52
MELON,HUMID,HUMID,Oct-20,SUNNY,4.02
MELON,HUMID,HUMID,Oct-20,WINDY,3.52
MELON,HUMID,HUMID,Oct-20,RAINY,0.1
MELON,HUMID,HUMID,20-30,NORMAL,3.52
MELON,HUMID,HUMID,20-30,SUNNY,5.02
MELON,HUMID,HUMID,20-30,WINDY,4.52
MELON,HUMID,HUMID,20-30,RAINY,0.1
MELON,HUMID,HUMID,30-40,NORMAL,4.52
MELON,HUMID,HUMID,30-40,SUNNY,6.02
MELON,HUMID,HUMID,30-40,WINDY,5.52
MELON,HUMID,HUMID,30-40,RAINY,0.2
MELON,HUMID,HUMID,40-50,NORMAL,5.52
MELON,HUMID,HUMID,40-50,SUNNY,7.02
MELON,HUMID,HUMID,40-50,WINDY,6.52
MELON,HUMID,HUMID,40-50,RAINY,0.3
MELON,WET,DESERT,Oct-20,NORMAL,3.6
MELON,WET,DESERT,Oct-20,SUNNY,5.1
MELON,WET,DESERT,Oct-20,WINDY,4.6
MELON,WET,DESERT,Oct-20,RAINY,0.1
MELON,WET,DESERT,20-30,NORMAL,4.6
MELON,WET,DESERT,20-30,SUNNY,6.1
MELON,WET,DESERT,20-30,WINDY,5.6
MELON,WET,DESERT,20-30,RAINY,0.2
MELON,WET,DESERT,30-40,NORMAL,5.6
MELON,WET,DESERT,30-40,SUNNY,7.1
MELON,WET,DESERT,30-40,WINDY,6.6
MELON,WET,DESERT,30-40,RAINY,0.3
MELON,WET,DESERT,40-50,NORMAL,6.6
MELON,WET,DESERT,40-50,SUNNY,8.1
MELON,WET,DESERT,40-50,WINDY,7.6
MELON,WET,DESERT,40-50,RAINY,0.5
MELON,WET,SEMI ARID,Oct-20,NORMAL,3.06
MELON,WET,SEMI ARID,Oct-20,SUNNY,4.56
MELON,WET,SEMI ARID,Oct-20,WINDY,4.06
MELON,WET,SEMI ARID,Oct-20,RAINY,0.1
MELON,WET,SEMI ARID,20-30,NORMAL,4.06
MELON,WET,SEMI ARID,20-30,SUNNY,5.56
MELON,WET,SEMI ARID,20-30,WINDY,5.06
MELON,WET,SEMI ARID,20-30,RAINY,0.2
MELON,WET,SEMI ARID,30-40,NORMAL,5.06
MELON,WET,SEMI ARID,30-40,SUNNY,6.56
MELON,WET,SEMI ARID,30-40,WINDY,606
MELON,WET,SEMI ARID,30-40,RAINY,0.3
MELON,WET,SEMI ARID,40-50,NORMAL,6.06
MELON,WET,SEMI ARID,40-50,SUNNY,7.56
MELON,WET,SEMI ARID,40-50,WINDY,7.06
MELON,WET,SEMI ARID,40-50,RAINY,0.5
MELON,WET,SEMI HUMID,Oct-20,NORMAL,2.34
MELON,WET,SEMI HUMID,Oct-20,SUNNY,3.84
MELON,WET,SEMI HUMID,Oct-20,WINDY,3.34
MELON,WET,SEMI HUMID,Oct-20,RAINY,0.1
MELON,WET,SEMI HUMID,20-30,NORMAL,3.34
MELON,WET,SEMI HUMID,20-30,SUNNY,4.84
MELON,WET,SEMI HUMID,20-30,WINDY,4.34
MELON,WET,SEMI HUMID,20-30,RAINY,0.1
MELON,WET,SEMI HUMID,30-40,NORMAL,4.34
MELON,WET,SEMI HUMID,30-40,SUNNY,5.84
MELON,WET,SEMI HUMID,30-40,WINDY,5.34
MELON,WET,SEMI HUMID,30-40,RAINY,0.2
MELON,WET,SEMI HUMID,40-50,NORMAL,5.34
MELON,WET,SEMI HUMID,40-50,SUNNY,6.84
MELON,WET,SEMI HUMID,40-50,WINDY,6.34
MELON,WET,SEMI HUMID,40-50,RAINY,0.3
MELON,WET,HUMID,Oct-20,NORMAL,1.44
MELON,WET,HUMID,Oct-20,SUNNY,3
MELON,WET,HUMID,Oct-20,WINDY,2.5
MELON,WET,HUMID,Oct-20,RAINY,0.1
MELON,WET,HUMID,20-30,NORMAL,2.44
MELON,WET,HUMID,20-30,SUNNY,4
MELON,WET,HUMID,20-30,WINDY,3.5
MELON,WET,HUMID,20-30,RAINY,0.1
MELON,WET,HUMID,30-40,NORMAL,3.44
MELON,WET,HUMID,30-40,SUNNY,5
MELON,WET,HUMID,30-40,WINDY,4.5
MELON,WET,HUMID,30-40,RAINY,0.1
MELON,WET,HUMID,40-50,NORMAL,4.44
MELON,WET,HUMID,40-50,SUNNY,6
MELON,WET,HUMID,40-50,WINDY,5.5
MELON,WET,HUMID,40-50,RAINY,0.2
MAIZE,DRY,DESERT,Oct-20,NORMAL,6.12
MAIZE,DRY,DESERT,Oct-20,SUNNY,7.62
MAIZE,DRY,DESERT,Oct-20,WINDY,7.12
MAIZE,DRY,DESERT,Oct-20,RAINY,0.5
MAIZE,DRY,DESERT,20-30,NORMAL,7.12
MAIZE,DRY,DESERT,20-30,SUNNY,8.62
MAIZE,DRY,DESERT,20-30,WINDY,8.12
MAIZE,DRY,DESERT,20-30,RAINY,0.8
MAIZE,DRY,DESERT,30-40,NORMAL,8.12
MAIZE,DRY,DESERT,30-40,SUNNY,9.62
MAIZE,DRY,DESERT,30-40,WINDY,9.12
MAIZE,DRY,DESERT,30-40,RAINY,0.12
MAIZE,DRY,DESERT,40-50,NORMAL,9.12
MAIZE,DRY,DESERT,40-50,SUNNY,10.62
MAIZE,DRY,DESERT,40-50,WINDY,10.12
MAIZE,DRY,DESERT,40-50,RAINY,1.12
MAIZE,DRY,SEMI ARID,Oct-20,NORMAL,5.58
MAIZE,DRY,SEMI ARID,Oct-20,SUNNY,7.08
MAIZE,DRY,SEMI ARID,Oct-20,WINDY,6.58
MAIZE,DRY,SEMI ARID,Oct-20,RAINY,0.3
MAIZE,DRY,SEMI ARID,20-30,NORMAL,6.58
MAIZE,DRY,SEMI ARID,20-30,SUNNY,8.08
MAIZE,DRY,SEMI ARID,20-30,WINDY,7.58
MAIZE,DRY,SEMI ARID,20-30,RAINY,0.5
MAIZE,DRY,SEMI ARID,30-40,NORMAL,7.58
MAIZE,DRY,SEMI ARID,30-40,SUNNY,9.08
MAIZE,DRY,SEMI ARID,30-40,WINDY,8.58
MAIZE,DRY,SEMI ARID,30-40,RAINY,0.8
MAIZE,DRY,SEMI ARID,40-50,NORMAL,8.58
MAIZE,DRY,SEMI ARID,40-50,SUNNY,10.08
MAIZE,DRY,SEMI ARID,40-50,WINDY,9.58
MAIZE,DRY,SEMI ARID,40-50,RAINY,0.58
MAIZE,DRY,SEMI HUMID,Oct-20,NORMAL,4.86
MAIZE,DRY,SEMI HUMID,Oct-20,SUNNY,6.36
MAIZE,DRY,SEMI HUMID,Oct-20,WINDY,5.86
MAIZE,DRY,SEMI HUMID,Oct-20,RAINY,0.2
MAIZE,DRY,SEMI HUMID,20-30,NORMAL,5.86
MAIZE,DRY,SEMI HUMID,20-30,SUNNY,7.36
MAIZE,DRY,SEMI HUMID,20-30,WINDY,6.86
MAIZE,DRY,SEMI HUMID,20-30,RAINY,0.3
MAIZE,DRY,SEMI HUMID,30-40,NORMAL,6.86
MAIZE,DRY,SEMI HUMID,30-40,SUNNY,8.36
MAIZE,DRY,SEMI HUMID,30-40,WINDY,7.86
MAIZE,DRY,SEMI HUMID,30-40,RAINY,0.5
MAIZE,DRY,SEMI HUMID,40-50,NORMAL,7.86
MAIZE,DRY,SEMI HUMID,40-50,SUNNY,9.36
MAIZE,DRY,SEMI HUMID,40-50,WINDY,8.86
MAIZE,DRY,SEMI HUMID,40-50,RAINY,0.8
MAIZE,DRY,HUMID,Oct-20,NORMAL,3.96
MAIZE,DRY,HUMID,Oct-20,SUNNY,5.46
MAIZE,DRY,HUMID,Oct-20,WINDY,4.96
MAIZE,DRY,HUMID,Oct-20,RAINY,0.1
MAIZE,DRY,HUMID,20-30,NORMAL,4.96
MAIZE,DRY,HUMID,20-30,SUNNY,6.46
MAIZE,DRY,HUMID,20-30,WINDY,5.96
MAIZE,DRY,HUMID,20-30,RAINY,0.2
MAIZE,DRY,HUMID,30-40,NORMAL,5.96
MAIZE,DRY,HUMID,30-40,SUNNY,7.46
MAIZE,DRY,HUMID,30-40,WINDY,6.96
MAIZE,DRY,HUMID,30-40,RAINY,0.3
MAIZE,DRY,HUMID,40-50,NORMAL,6.96
MAIZE,DRY,HUMID,40-50,SUNNY,8.46
MAIZE,DRY,HUMID,40-50,WINDY,7.96
MAIZE,DRY,HUMID,40-50,RAINY,0.5
MAIZE,HUMID,DESERT,Oct-20,NORMAL,4.68
MAIZE,HUMID,DESERT,Oct-20,SUNNY,6.18
MAIZE,HUMID,DESERT,Oct-20,WINDY,5.68
MAIZE,HUMID,DESERT,Oct-20,RAINY,0.2
MAIZE,HUMID,DESERT,20-30,NORMAL,5.68
MAIZE,HUMID,DESERT,20-30,SUNNY,7.18
MAIZE,HUMID,DESERT,20-30,WINDY,6.68
MAIZE,HUMID,DESERT,20-30,RAINY,0.3
MAIZE,HUMID,DESERT,30-40,NORMAL,6.68
MAIZE,HUMID,DESERT,30-40,SUNNY,8.18
MAIZE,HUMID,DESERT,30-40,WINDY,7.68
MAIZE,HUMID,DESERT,30-40,RAINY,0.5
MAIZE,HUMID,DESERT,40-50,NORMAL,7.68
MAIZE,HUMID,DESERT,40-50,SUNNY,9.18
MAIZE,HUMID,DESERT,40-50,WINDY,8.68
MAIZE,HUMID,DESERT,40-50,RAINY,0.8
MAIZE,HUMID,SEMI ARID,Oct-20,NORMAL,4.14
MAIZE,HUMID,SEMI ARID,Oct-20,SUNNY,5.64
MAIZE,HUMID,SEMI ARID,Oct-20,WINDY,5.14
MAIZE,HUMID,SEMI ARID,Oct-20,RAINY,0.2
MAIZE,HUMID,SEMI ARID,20-30,NORMAL,5.14
MAIZE,HUMID,SEMI ARID,20-30,SUNNY,6.64
MAIZE,HUMID,SEMI ARID,20-30,WINDY,6.14
MAIZE,HUMID,SEMI ARID,20-30,RAINY,0.3
MAIZE,HUMID,SEMI ARID,30-40,NORMAL,6.14
MAIZE,HUMID,SEMI ARID,30-40,SUNNY,7.64
MAIZE,HUMID,SEMI ARID,30-40,WINDY,7.14
MAIZE,HUMID,SEMI ARID,30-40,RAINY,0.5
MAIZE,HUMID,SEMI ARID,40-50,NORMAL,7.14
MAIZE,HUMID,SEMI ARID,40-50,SUNNY,8.64
MAIZE,HUMID,SEMI ARID,40-50,WINDY,8.14
MAIZE,HUMID,SEMI ARID,40-50,RAINY,0.8
MAIZE,HUMID,SEMI HUMID,Oct-20,NORMAL,3.42
MAIZE,HUMID,SEMI HUMID,Oct-20,SUNNY,4.92
MAIZE,HUMID,SEMI HUMID,Oct-20,WINDY,4.42
MAIZE,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
MAIZE,HUMID,SEMI HUMID,20-30,NORMAL,4.42
MAIZE,HUMID,SEMI HUMID,20-30,SUNNY,5.92
MAIZE,HUMID,SEMI HUMID,20-30,WINDY,5.42
MAIZE,HUMID,SEMI HUMID,20-30,RAINY,0.2
MAIZE,HUMID,SEMI HUMID,30-40,NORMAL,5.42
MAIZE,HUMID,SEMI HUMID,30-40,SUNNY,6.92
MAIZE,HUMID,SEMI HUMID,30-40,WINDY,6.42
MAIZE,HUMID,SEMI HUMID,30-40,RAINY,0.3
MAIZE,HUMID,SEMI HUMID,40-50,NORMAL,6.42
MAIZE,HUMID,SEMI HUMID,40-50,SUNNY,7.92
MAIZE,HUMID,SEMI HUMID,40-50,WINDY,7.42
MAIZE,HUMID,SEMI HUMID,40-50,RAINY,0.5
MAIZE,HUMID,HUMID,Oct-20,NORMAL,2.52
MAIZE,HUMID,HUMID,Oct-20,SUNNY,4.02
MAIZE,HUMID,HUMID,Oct-20,WINDY,3.52
MAIZE,HUMID,HUMID,Oct-20,RAINY,0.1
MAIZE,HUMID,HUMID,20-30,NORMAL,3.52
MAIZE,HUMID,HUMID,20-30,SUNNY,5.02
MAIZE,HUMID,HUMID,20-30,WINDY,4.52
MAIZE,HUMID,HUMID,20-30,RAINY,0.1
MAIZE,HUMID,HUMID,30-40,NORMAL,4.52
MAIZE,HUMID,HUMID,30-40,SUNNY,6.02
MAIZE,HUMID,HUMID,30-40,WINDY,5.52
MAIZE,HUMID,HUMID,30-40,RAINY,0.2
MAIZE,HUMID,HUMID,40-50,NORMAL,5.52
MAIZE,HUMID,HUMID,40-50,SUNNY,7.02
MAIZE,HUMID,HUMID,40-50,WINDY,6.52
MAIZE,HUMID,HUMID,40-50,RAINY,0.3
MAIZE,WET,DESERT,Oct-20,NORMAL,3.6
MAIZE,WET,DESERT,Oct-20,SUNNY,5.1
MAIZE,WET,DESERT,Oct-20,WINDY,4.6
MAIZE,WET,DESERT,Oct-20,RAINY,0.1
MAIZE,WET,DESERT,20-30,NORMAL,4.6
MAIZE,WET,DESERT,20-30,SUNNY,6.1
MAIZE,WET,DESERT,20-30,WINDY,5.6
MAIZE,WET,DESERT,20-30,RAINY,0.2
MAIZE,WET,DESERT,30-40,NORMAL,5.6
MAIZE,WET,DESERT,30-40,SUNNY,7.1
MAIZE,WET,DESERT,30-40,WINDY,6.6
MAIZE,WET,DESERT,30-40,RAINY,0.3
MAIZE,WET,DESERT,40-50,NORMAL,6.6
MAIZE,WET,DESERT,40-50,SUNNY,8.1
MAIZE,WET,DESERT,40-50,WINDY,7.6
MAIZE,WET,DESERT,40-50,RAINY,0.5
MAIZE,WET,SEMI ARID,Oct-20,NORMAL,3.06
MAIZE,WET,SEMI ARID,Oct-20,SUNNY,4.56
MAIZE,WET,SEMI ARID,Oct-20,WINDY,4.06
MAIZE,WET,SEMI ARID,Oct-20,RAINY,0.1
MAIZE,WET,SEMI ARID,20-30,NORMAL,4.06
MAIZE,WET,SEMI ARID,20-30,SUNNY,5.56
MAIZE,WET,SEMI ARID,20-30,WINDY,5.06
MAIZE,WET,SEMI ARID,20-30,RAINY,0.2
MAIZE,WET,SEMI ARID,30-40,NORMAL,5.06
MAIZE,WET,SEMI ARID,30-40,SUNNY,6.56
MAIZE,WET,SEMI ARID,30-40,WINDY,606
MAIZE,WET,SEMI ARID,30-40,RAINY,0.3
MAIZE,WET,SEMI ARID,40-50,NORMAL,6.06
MAIZE,WET,SEMI ARID,40-50,SUNNY,7.56
MAIZE,WET,SEMI ARID,40-50,WINDY,7.06
MAIZE,WET,SEMI ARID,40-50,RAINY,0.5
MAIZE,WET,SEMI HUMID,Oct-20,NORMAL,2.34
MAIZE,WET,SEMI HUMID,Oct-20,SUNNY,3.84
MAIZE,WET,SEMI HUMID,Oct-20,WINDY,3.34
MAIZE,WET,SEMI HUMID,Oct-20,RAINY,0.1
MAIZE,WET,SEMI HUMID,20-30,NORMAL,3.34
MAIZE,WET,SEMI HUMID,20-30,SUNNY,4.84
MAIZE,WET,SEMI HUMID,20-30,WINDY,4.34
MAIZE,WET,SEMI HUMID,20-30,RAINY,0.1
MAIZE,WET,SEMI HUMID,30-40,NORMAL,4.34
MAIZE,WET,SEMI HUMID,30-40,SUNNY,5.84
MAIZE,WET,SEMI HUMID,30-40,WINDY,5.34
MAIZE,WET,SEMI HUMID,30-40,RAINY,0.2
MAIZE,WET,SEMI HUMID,40-50,NORMAL,5.34
MAIZE,WET,SEMI HUMID,40-50,SUNNY,6.84
MAIZE,WET,SEMI HUMID,40-50,WINDY,6.34
MAIZE,WET,SEMI HUMID,40-50,RAINY,0.3
MAIZE,WET,HUMID,Oct-20,NORMAL,1.44
MAIZE,WET,HUMID,Oct-20,SUNNY,3
MAIZE,WET,HUMID,Oct-20,WINDY,2.5
MAIZE,WET,HUMID,Oct-20,RAINY,0.1
MAIZE,WET,HUMID,20-30,NORMAL,2.44
MAIZE,WET,HUMID,20-30,SUNNY,4
MAIZE,WET,HUMID,20-30,WINDY,3.5
MAIZE,WET,HUMID,20-30,RAINY,0.1
MAIZE,WET,HUMID,30-40,NORMAL,3.44
MAIZE,WET,HUMID,30-40,SUNNY,5
MAIZE,WET,HUMID,30-40,WINDY,4.5
MAIZE,WET,HUMID,30-40,RAINY,0.1
MAIZE,WET,HUMID,40-50,NORMAL,4.44
MAIZE,WET,HUMID,40-50,SUNNY,6
MAIZE,WET,HUMID,40-50,WINDY,5.5
MAIZE,WET,HUMID,40-50,RAINY,0.2
CITRUS,DRY,DESERT,Oct-20,NORMAL,5.66
CITRUS,DRY,DESERT,Oct-20,SUNNY,7
CITRUS,DRY,DESERT,Oct-20,WINDY,6.5
CITRUS,DRY,DESERT,Oct-20,RAINY,0.2
CITRUS,DRY,DESERT,20-30,NORMAL,6.5
CITRUS,DRY,DESERT,20-30,SUNNY,8
CITRUS,DRY,DESERT,20-30,WINDY,7.5
CITRUS,DRY,DESERT,20-30,RAINY,0.5
CITRUS,DRY,DESERT,30-40,NORMAL,7
CITRUS,DRY,DESERT,30-40,SUNNY,8.5
CITRUS,DRY,DESERT,30-40,WINDY,8
CITRUS,DRY,DESERT,30-40,RAINY,0.8
CITRUS,DRY,DESERT,40-50,NORMAL,8.6
CITRUS,DRY,DESERT,40-50,SUNNY,10.1
CITRUS,DRY,DESERT,40-50,WINDY,9.6
CITRUS,DRY,DESERT,40-50,RAINY,0.6
CITRUS,DRY,SEMI ARID,Oct-20,NORMAL,5.05
CITRUS,DRY,SEMI ARID,Oct-20,SUNNY,6.55
CITRUS,DRY,SEMI ARID,Oct-20,WINDY,6.05
CITRUS,DRY,SEMI ARID,Oct-20,RAINY,0.5
CITRUS,DRY,SEMI ARID,20-30,NORMAL,6
CITRUS,DRY,SEMI ARID,20-30,SUNNY,7.5
CITRUS,DRY,SEMI ARID,20-30,WINDY,7
CITRUS,DRY,SEMI ARID,20-30,RAINY,0.5
CITRUS,DRY,SEMI ARID,30-40,NORMAL,7.1
CITRUS,DRY,SEMI ARID,30-40,SUNNY,8.6
CITRUS,DRY,SEMI ARID,30-40,WINDY,8.1
CITRUS,DRY,SEMI ARID,30-40,RAINY,0.8
CITRUS,DRY,SEMI ARID,40-50,NORMAL,8
CITRUS,DRY,SEMI ARID,40-50,SUNNY,9.5
CITRUS,DRY,SEMI ARID,40-50,WINDY,9
CITRUS,DRY,SEMI ARID,40-50,RAINY,0.8
CITRUS,DRY,SEMI HUMID,Oct-20,NORMAL,4.4
CITRUS,DRY,SEMI HUMID,Oct-20,SUNNY,5.9
CITRUS,DRY,SEMI HUMID,Oct-20,WINDY,5.5
CITRUS,DRY,SEMI HUMID,Oct-20,RAINY,0.2
CITRUS,DRY,SEMI HUMID,20-30,NORMAL,5.3
CITRUS,DRY,SEMI HUMID,20-30,SUNNY,6.8
CITRUS,DRY,SEMI HUMID,20-30,WINDY,6.3
CITRUS,DRY,SEMI HUMID,20-30,RAINY,0.3
CITRUS,DRY,SEMI HUMID,30-40,NORMAL,6.2
